state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,class
17.0,78.0,b'415',484.0,b'0',b'0',0.0,145.5,124.0,24.74,143.4,71.0,12.19,291.1,123.0,13.1,9.5,5.0,2.57,b'3',0
17.0,131.0,b'415',2673.0,b'0',b'0',0.0,210.1,97.0,35.72,177.3,96.0,15.07,130.2,136.0,5.86,13.3,1.0,3.59,b'0',1
24.0,97.0,b'510',3019.0,b'0',b'0',0.0,80.7,99.0,13.72,262.3,93.0,22.3,214.6,130.0,9.66,8.8,3.0,2.38,b'0',0
47.0,60.0,b'415',2061.0,b'1',b'0',0.0,205.9,97.0,35.0,277.4,117.0,23.58,202.0,139.0,9.09,11.0,2.0,2.97,b'0',1
2.0,95.0,b'415',1090.0,b'0',b'1',27.0,190.8,76.0,32.44,177.5,104.0,15.09,227.3,95.0,10.23,5.9,1.0,1.59,b'2',0
10.0,122.0,b'408',1299.0,b'0',b'0',0.0,158.2,95.0,26.89,178.5,113.0,15.17,154.3,76.0,6.94,8.5,5.0,2.3,b'2',0
21.0,163.0,b'415',1413.0,b'0',b'1',30.0,195.2,123.0,33.18,126.4,115.0,10.74,221.0,90.0,9.95,9.0,5.0,2.43,b'5',1
15.0,117.0,b'415',1492.0,b'1',b'1',22.0,196.0,82.0,33.32,322.7,82.0,27.43,225.6,120.0,10.15,3.7,5.0,1.0,b'1',0
36.0,160.0,b'408',1192.0,b'0',b'0',0.0,166.4,117.0,28.29,317.0,129.0,26.95,160.4,121.0,7.22,10.0,2.0,2.7,b'1',0
24.0,20.0,b'415',1355.0,b'0',b'0',0.0,190.0,109.0,32.3,258.2,84.0,21.95,181.5,102.0,8.17,6.3,6.0,1.7,b'0',0
43.0,88.0,b'510',4583.0,b'0',b'0',0.0,138.3,116.0,23.51,236.0,138.0,20.06,179.1,110.0,8.06,9.6,4.0,2.59,b'3',0
31.0,42.0,b'415',4131.0,b'0',b'1',32.0,163.8,80.0,27.85,177.8,123.0,15.11,190.4,106.0,8.57,8.1,5.0,2.19,b'0',0
23.0,98.0,b'415',2971.0,b'0',b'0',0.0,72.8,107.0,12.38,186.4,103.0,15.84,175.3,110.0,7.89,10.5,4.0,2.84,b'3',0
37.0,95.0,b'415',1953.0,b'0',b'0',0.0,167.6,96.0,28.49,176.0,89.0,14.96,250.9,113.0,11.29,13.4,6.0,3.62,b'2',0
44.0,89.0,b'415',975.0,b'0',b'0',0.0,89.7,80.0,15.25,179.8,81.0,15.28,145.7,120.0,6.56,9.5,4.0,2.57,b'2',0
50.0,177.0,b'415',2782.0,b'0',b'0',0.0,175.7,120.0,29.87,168.6,90.0,14.33,198.9,110.0,8.95,14.6,4.0,3.94,b'1',0
34.0,167.0,b'415',4335.0,b'0',b'0',0.0,166.4,85.0,28.29,243.2,135.0,20.67,229.2,95.0,10.31,9.9,5.0,2.67,b'1',0
48.0,186.0,b'408',3100.0,b'0',b'0',0.0,206.8,104.0,35.16,286.0,115.0,24.31,153.9,112.0,6.93,12.4,6.0,3.35,b'0',0
47.0,161.0,b'415',2658.0,b'0',b'0',0.0,151.6,117.0,25.77,219.4,87.0,18.65,224.7,68.0,10.11,4.0,5.0,1.08,b'1',0
46.0,93.0,b'510',3052.0,b'0',b'0',0.0,190.7,114.0,32.42,218.2,111.0,18.55,129.6,121.0,5.83,8.1,3.0,2.19,b'3',0
40.0,102.0,b'408',2129.0,b'0',b'0',0.0,174.5,73.0,29.67,213.7,114.0,18.16,164.7,116.0,7.41,10.3,5.0,2.78,b'4',0
15.0,100.0,b'415',4173.0,b'0',b'1',32.0,125.2,123.0,21.28,230.9,101.0,19.63,192.0,106.0,8.64,12.6,9.0,3.4,b'3',0
16.0,127.0,b'415',1431.0,b'0',b'1',24.0,154.8,69.0,26.32,177.2,105.0,15.06,207.6,102.0,9.34,9.0,4.0,2.43,b'1',0
6.0,63.0,b'408',911.0,b'0',b'1',25.0,190.0,137.0,32.3,116.6,76.0,9.91,141.5,110.0,6.37,12.2,2.0,3.29,b'1',0
31.0,88.0,b'510',898.0,b'0',b'0',0.0,144.3,116.0,24.53,156.4,74.0,13.29,214.7,90.0,9.66,7.8,10.0,2.11,b'3',0
7.0,123.0,b'408',3122.0,b'0',b'1',28.0,124.7,105.0,21.2,250.4,78.0,21.28,216.4,128.0,9.74,7.8,8.0,2.11,b'1',0
33.0,58.0,b'408',3237.0,b'0',b'0',0.0,191.3,120.0,32.52,216.4,124.0,18.39,100.3,132.0,4.51,8.6,9.0,2.32,b'3',0
5.0,135.0,b'408',2323.0,b'0',b'1',38.0,202.6,92.0,34.44,169.6,93.0,14.42,185.8,108.0,8.36,11.9,6.0,3.21,b'4',0
23.0,72.0,b'408',2652.0,b'0',b'1',31.0,221.4,124.0,37.64,313.4,96.0,26.64,175.9,94.0,7.92,11.8,1.0,3.19,b'3',0
7.0,148.0,b'415',4015.0,b'0',b'1',38.0,209.2,110.0,35.56,116.6,73.0,9.91,109.6,105.0,4.93,16.5,4.0,4.46,b'2',0
28.0,180.0,b'415',2173.0,b'0',b'0',0.0,224.9,105.0,38.23,250.0,101.0,21.25,216.1,73.0,9.72,6.7,5.0,1.81,b'3',1
30.0,133.0,b'408',3848.0,b'0',b'0',0.0,162.1,91.0,27.56,212.1,94.0,18.03,260.4,78.0,11.72,12.2,5.0,3.29,b'1',0
19.0,46.0,b'408',1562.0,b'0',b'0',0.0,139.4,81.0,23.7,223.7,113.0,19.01,173.1,77.0,7.79,13.6,6.0,3.67,b'1',0
0.0,132.0,b'415',971.0,b'0',b'1',39.0,175.7,93.0,29.87,187.2,94.0,15.91,225.5,118.0,10.15,8.6,3.0,2.32,b'2',0
18.0,44.0,b'510',3239.0,b'0',b'0',0.0,189.7,122.0,32.25,178.9,72.0,15.21,244.7,93.0,11.01,9.8,5.0,2.65,b'0',0
43.0,110.0,b'415',4349.0,b'0',b'1',30.0,144.1,87.0,24.5,229.8,88.0,19.53,174.7,90.0,7.86,12.4,4.0,3.35,b'2',0
25.0,130.0,b'510',1032.0,b'0',b'0',0.0,203.9,63.0,34.66,191.8,93.0,16.3,132.5,125.0,5.96,12.1,4.0,3.27,b'3',0
3.0,43.0,b'415',1823.0,b'0',b'0',0.0,179.3,97.0,30.48,252.7,126.0,21.48,227.5,114.0,10.24,8.0,5.0,2.16,b'0',0
6.0,146.0,b'408',2745.0,b'0',b'1',23.0,149.6,96.0,25.43,239.8,124.0,20.38,293.5,135.0,13.21,7.4,4.0,2.0,b'2',0
35.0,147.0,b'415',1986.0,b'1',b'1',24.0,219.9,118.0,37.38,208.5,116.0,17.72,352.5,111.0,15.86,8.1,4.0,2.19,b'3',0
3.0,130.0,b'510',2152.0,b'0',b'1',22.0,173.9,90.0,29.56,234.8,86.0,19.96,121.8,79.0,5.48,8.4,5.0,2.27,b'1',0
23.0,116.0,b'408',4278.0,b'0',b'0',0.0,197.9,84.0,33.64,168.1,113.0,14.29,239.8,145.0,10.79,12.0,6.0,3.24,b'1',0
33.0,129.0,b'415',4886.0,b'0',b'0',0.0,150.0,98.0,25.5,232.4,101.0,19.75,261.2,123.0,11.75,12.5,6.0,3.38,b'1',0
29.0,92.0,b'415',3050.0,b'0',b'0',0.0,181.4,98.0,30.84,164.5,98.0,13.98,171.0,110.0,7.69,10.9,4.0,2.94,b'2',0
28.0,184.0,b'415',4375.0,b'0',b'0',0.0,237.6,86.0,40.39,157.0,105.0,13.35,163.6,103.0,7.36,14.2,2.0,3.83,b'2',0
26.0,146.0,b'415',4170.0,b'0',b'0',0.0,214.8,86.0,36.52,230.9,94.0,19.63,223.8,100.0,10.07,5.8,3.0,1.57,b'3',0
15.0,63.0,b'510',4498.0,b'0',b'0',0.0,6.6,107.0,1.12,359.3,142.0,30.54,252.5,131.0,11.36,5.6,3.0,1.51,b'0',0
2.0,156.0,b'510',2747.0,b'0',b'0',0.0,189.4,114.0,32.2,145.7,96.0,12.38,192.8,121.0,8.68,4.5,13.0,1.22,b'0',0
32.0,112.0,b'415',1429.0,b'0',b'0',0.0,81.6,94.0,13.87,268.1,112.0,22.79,140.8,75.0,6.34,8.6,18.0,2.32,b'1',0
50.0,95.0,b'415',677.0,b'0',b'1',39.0,260.8,130.0,44.34,213.4,111.0,18.14,195.6,97.0,8.8,10.1,5.0,2.73,b'1',0
44.0,4.0,b'510',4547.0,b'1',b'0',0.0,145.3,89.0,24.7,303.8,93.0,25.82,206.1,82.0,9.27,8.9,4.0,2.4,b'0',0
9.0,102.0,b'408',3560.0,b'0',b'1',29.0,214.7,86.0,36.5,314.3,109.0,26.72,280.2,110.0,12.61,14.3,2.0,3.86,b'0',0
19.0,102.0,b'510',1493.0,b'1',b'0',0.0,233.8,103.0,39.75,221.6,131.0,18.84,146.9,106.0,6.61,12.8,3.0,3.46,b'0',0
44.0,78.0,b'415',3311.0,b'0',b'0',0.0,193.1,85.0,32.83,172.1,105.0,14.63,129.6,119.0,5.83,10.2,1.0,2.75,b'0',0
7.0,126.0,b'415',3391.0,b'0',b'0',0.0,161.4,110.0,27.44,220.6,125.0,18.75,249.2,78.0,11.21,5.1,2.0,1.38,b'0',0
24.0,107.0,b'415',13.0,b'0',b'0',0.0,146.9,94.0,24.97,114.3,111.0,9.72,114.5,97.0,5.15,11.4,5.0,3.08,b'3',0
26.0,163.0,b'510',3731.0,b'0',b'1',23.0,160.0,104.0,27.2,189.4,64.0,16.1,229.9,118.0,10.35,10.4,7.0,2.81,b'1',0
8.0,67.0,b'415',4557.0,b'1',b'1',35.0,181.1,59.0,30.79,215.9,116.0,18.35,216.3,106.0,9.73,16.9,4.0,4.56,b'0',1
37.0,135.0,b'408',3224.0,b'1',b'0',0.0,174.8,112.0,29.72,218.0,125.0,18.53,180.1,102.0,8.1,12.7,6.0,3.43,b'3',0
17.0,38.0,b'415',2222.0,b'0',b'0',0.0,220.5,110.0,37.49,180.8,114.0,15.37,156.5,102.0,7.04,5.6,7.0,1.51,b'1',0
21.0,82.0,b'415',3583.0,b'0',b'1',23.0,165.2,103.0,28.08,193.9,78.0,16.48,170.9,90.0,7.69,11.8,2.0,3.19,b'1',0
5.0,107.0,b'415',4797.0,b'0',b'0',0.0,133.8,85.0,22.75,180.5,94.0,15.34,112.2,115.0,5.05,8.9,4.0,2.4,b'0',0
46.0,152.0,b'415',4814.0,b'0',b'0',0.0,197.1,126.0,33.51,130.1,76.0,11.06,78.1,100.0,3.51,7.4,4.0,2.0,b'3',0
31.0,93.0,b'415',33.0,b'1',b'1',20.0,187.5,110.0,31.88,169.8,94.0,14.43,175.3,127.0,7.89,12.1,4.0,3.27,b'1',0
38.0,61.0,b'408',814.0,b'0',b'1',40.0,105.0,78.0,17.85,180.6,100.0,15.35,174.1,115.0,7.83,10.2,2.0,2.75,b'2',1
11.0,101.0,b'510',1454.0,b'0',b'0',0.0,70.9,123.0,12.05,211.9,73.0,18.01,236.0,73.0,10.62,10.6,3.0,2.86,b'3',0
15.0,84.0,b'408',2470.0,b'0',b'0',0.0,217.1,99.0,36.91,236.0,68.0,20.06,118.3,120.0,5.32,9.4,4.0,2.54,b'1',0
35.0,73.0,b'415',573.0,b'0',b'0',0.0,183.4,80.0,31.18,242.0,115.0,20.57,201.4,100.0,9.06,7.5,3.0,2.03,b'4',0
34.0,102.0,b'408',2467.0,b'0',b'1',48.0,134.0,83.0,22.78,234.3,128.0,19.92,197.3,107.0,8.88,7.8,4.0,2.11,b'6',1
34.0,77.0,b'510',4656.0,b'0',b'0',0.0,124.1,92.0,21.1,214.9,131.0,18.27,241.3,132.0,10.86,13.7,3.0,3.7,b'0',0
43.0,145.0,b'510',3849.0,b'0',b'0',0.0,158.8,120.0,27.0,352.1,145.0,29.93,177.6,140.0,7.99,6.2,6.0,1.67,b'2',0
32.0,147.0,b'408',1594.0,b'1',b'0',0.0,183.8,113.0,31.25,164.7,110.0,14.0,111.0,87.0,5.0,10.1,4.0,2.73,b'1',0
3.0,94.0,b'408',1441.0,b'0',b'0',0.0,181.8,85.0,30.91,202.4,98.0,17.2,245.9,97.0,11.07,9.2,2.0,2.48,b'4',0
38.0,25.0,b'415',2645.0,b'0',b'0',0.0,195.2,77.0,33.18,193.4,81.0,16.44,231.8,59.0,10.43,12.2,4.0,3.29,b'2',0
6.0,73.0,b'510',4811.0,b'0',b'0',0.0,159.0,123.0,27.03,233.3,95.0,19.83,178.9,155.0,8.05,15.2,3.0,4.1,b'2',0
45.0,99.0,b'408',3249.0,b'0',b'0',0.0,130.4,121.0,22.17,219.9,103.0,18.69,84.1,85.0,3.78,9.8,3.0,2.65,b'2',0
15.0,141.0,b'415',1445.0,b'0',b'1',39.0,116.9,127.0,19.87,276.5,88.0,23.5,289.9,125.0,13.05,12.3,2.0,3.32,b'0',0
36.0,79.0,b'510',2803.0,b'0',b'0',0.0,147.0,72.0,24.99,165.7,102.0,14.08,243.2,107.0,10.94,8.4,9.0,2.27,b'1',0
25.0,136.0,b'415',1104.0,b'0',b'1',24.0,174.6,76.0,29.68,176.6,114.0,15.01,214.4,91.0,9.65,8.8,5.0,2.38,b'2',0
6.0,37.0,b'408',1054.0,b'0',b'0',0.0,134.9,98.0,22.93,248.4,130.0,21.11,236.2,113.0,10.63,14.7,2.0,3.97,b'3',0
13.0,77.0,b'510',3774.0,b'0',b'1',29.0,211.1,89.0,35.89,223.5,97.0,19.0,148.4,106.0,6.68,9.7,9.0,2.62,b'2',0
41.0,163.0,b'415',2712.0,b'1',b'0',0.0,197.2,90.0,33.52,188.5,113.0,16.02,211.1,94.0,9.5,7.8,8.0,2.11,b'1',0
5.0,120.0,b'510',54.0,b'0',b'1',27.0,153.5,84.0,26.1,194.0,73.0,16.49,256.5,94.0,11.54,10.2,7.0,2.75,b'5',0
49.0,123.0,b'415',1291.0,b'0',b'0',0.0,175.7,78.0,29.87,184.6,96.0,15.69,156.9,92.0,7.06,9.1,2.0,2.46,b'2',0
39.0,79.0,b'415',3550.0,b'0',b'1',30.0,148.0,96.0,25.16,149.6,128.0,12.72,220.3,99.0,9.91,9.7,5.0,2.62,b'3',0
15.0,96.0,b'415',1561.0,b'0',b'1',45.0,248.8,124.0,42.3,140.3,77.0,11.93,263.6,102.0,11.86,10.3,2.0,2.78,b'3',0
10.0,63.0,b'408',4294.0,b'0',b'0',0.0,204.0,119.0,34.68,161.7,90.0,13.74,202.6,113.0,9.12,9.4,4.0,2.54,b'3',0
9.0,142.0,b'415',1589.0,b'0',b'1',26.0,220.5,94.0,37.49,239.5,126.0,20.36,254.3,109.0,11.44,5.9,9.0,1.59,b'2',0
42.0,121.0,b'510',561.0,b'0',b'1',26.0,170.4,91.0,28.97,254.5,90.0,21.63,219.6,122.0,9.88,15.1,5.0,4.08,b'0',0
24.0,101.0,b'415',4769.0,b'1',b'0',0.0,133.5,51.0,22.7,219.6,96.0,18.67,210.0,74.0,9.45,11.7,4.0,3.16,b'1',0
11.0,132.0,b'415',3362.0,b'0',b'0',0.0,140.3,144.0,23.85,294.8,89.0,25.06,153.5,126.0,6.91,11.7,4.0,3.16,b'2',0
34.0,47.0,b'415',3316.0,b'0',b'1',37.0,163.5,77.0,27.8,203.1,102.0,17.26,232.0,87.0,10.44,7.8,4.0,2.11,b'2',0
35.0,143.0,b'415',541.0,b'0',b'0',0.0,223.3,99.0,37.96,167.1,128.0,14.2,203.0,84.0,9.14,4.5,4.0,1.22,b'0',1
38.0,120.0,b'408',275.0,b'0',b'0',0.0,215.7,75.0,36.67,244.4,105.0,20.77,211.2,91.0,9.5,11.4,5.0,3.08,b'2',0
31.0,24.0,b'408',3450.0,b'0',b'0',0.0,265.6,86.0,45.15,208.8,102.0,17.75,182.5,105.0,8.21,11.1,6.0,3.0,b'2',1
23.0,145.0,b'408',4509.0,b'0',b'0',0.0,241.7,137.0,41.09,135.8,100.0,11.54,277.6,123.0,12.49,13.1,3.0,3.54,b'0',0
38.0,84.0,b'415',4740.0,b'0',b'0',0.0,109.1,114.0,18.55,231.4,113.0,19.67,274.0,112.0,12.33,9.6,4.0,2.59,b'0',0
37.0,81.0,b'415',1284.0,b'0',b'1',33.0,200.3,103.0,34.05,216.9,96.0,18.44,249.8,100.0,11.24,15.5,4.0,4.19,b'1',0
17.0,125.0,b'408',40.0,b'0',b'0',0.0,191.6,115.0,32.57,205.6,108.0,17.48,210.2,123.0,9.46,9.2,3.0,2.48,b'2',0
37.0,65.0,b'408',3459.0,b'1',b'0',0.0,54.8,74.0,9.32,239.8,93.0,20.38,214.4,91.0,9.65,13.4,5.0,3.62,b'1',1
37.0,69.0,b'408',2507.0,b'0',b'0',0.0,196.1,87.0,33.34,236.8,66.0,20.13,182.3,75.0,8.2,11.9,1.0,3.21,b'0',0
2.0,5.0,b'415',2739.0,b'0',b'0',0.0,199.2,106.0,33.86,187.3,12.0,15.92,214.0,85.0,9.63,13.3,3.0,3.59,b'3',0
39.0,112.0,b'510',723.0,b'0',b'0',0.0,194.4,101.0,33.05,190.3,82.0,16.18,183.4,107.0,8.25,11.4,2.0,3.08,b'0',0
7.0,121.0,b'408',2124.0,b'0',b'0',0.0,168.6,121.0,28.66,168.6,94.0,14.33,95.3,59.0,4.29,12.3,4.0,3.32,b'1',0
37.0,3.0,b'510',3245.0,b'0',b'0',0.0,125.5,100.0,21.34,266.2,78.0,22.63,270.4,119.0,12.17,5.9,6.0,1.59,b'3',1
12.0,152.0,b'415',3147.0,b'0',b'0',0.0,206.3,98.0,35.07,292.8,82.0,24.89,43.7,121.0,1.97,10.6,4.0,2.86,b'1',0
26.0,130.0,b'408',1030.0,b'0',b'1',19.0,152.9,87.0,25.99,213.2,99.0,18.12,205.3,114.0,9.24,10.8,6.0,2.92,b'2',0
21.0,123.0,b'408',2802.0,b'0',b'0',0.0,114.4,91.0,19.45,216.6,123.0,18.41,250.6,102.0,11.28,11.0,3.0,2.97,b'0',0
0.0,126.0,b'415',299.0,b'0',b'1',31.0,278.0,88.0,47.26,253.2,65.0,21.52,223.2,114.0,10.04,8.7,4.0,2.35,b'0',0
39.0,123.0,b'408',190.0,b'0',b'0',0.0,225.6,102.0,38.35,225.8,56.0,19.19,186.7,128.0,8.4,6.7,2.0,1.81,b'1',0
12.0,42.0,b'415',1070.0,b'0',b'0',0.0,155.4,127.0,26.42,164.1,45.0,13.95,157.7,128.0,7.1,9.0,3.0,2.43,b'0',0
47.0,127.0,b'408',3083.0,b'0',b'0',0.0,146.7,91.0,24.94,203.5,78.0,17.3,203.4,110.0,9.15,13.7,3.0,3.7,b'1',0
47.0,45.0,b'415',2791.0,b'0',b'0',0.0,135.0,116.0,22.95,159.0,108.0,13.52,170.3,130.0,7.66,11.1,15.0,3.0,b'1',0
47.0,107.0,b'415',4452.0,b'0',b'0',0.0,230.4,65.0,39.17,257.4,80.0,21.88,107.3,88.0,4.83,8.5,3.0,2.3,b'1',0
44.0,74.0,b'415',2596.0,b'0',b'0',0.0,106.4,84.0,18.09,140.2,104.0,11.92,90.9,81.0,4.09,11.4,3.0,3.08,b'1',0
35.0,49.0,b'408',703.0,b'0',b'0',0.0,202.3,105.0,34.39,195.4,131.0,16.61,190.1,88.0,8.55,9.0,2.0,2.43,b'3',1
31.0,153.0,b'415',4856.0,b'0',b'0',0.0,193.8,90.0,32.95,195.3,121.0,16.6,182.7,108.0,8.22,8.5,3.0,2.3,b'1',0
50.0,97.0,b'510',979.0,b'1',b'0',0.0,236.9,107.0,40.27,157.6,105.0,13.4,241.0,120.0,10.85,7.3,2.0,1.97,b'0',1
36.0,122.0,b'408',3714.0,b'0',b'0',0.0,189.9,87.0,32.28,193.9,118.0,16.48,177.4,114.0,7.98,15.6,2.0,4.21,b'0',0
23.0,162.0,b'510',4553.0,b'0',b'1',46.0,224.9,97.0,38.23,188.2,84.0,16.0,254.6,61.0,11.46,12.1,2.0,3.27,b'0',0
48.0,118.0,b'415',1556.0,b'0',b'0',0.0,142.2,96.0,24.17,164.9,107.0,14.02,183.7,92.0,8.27,7.1,4.0,1.92,b'1',0
43.0,90.0,b'408',1499.0,b'1',b'0',0.0,221.8,97.0,37.71,203.8,134.0,17.32,215.8,154.0,9.71,8.4,4.0,2.27,b'1',0
7.0,91.0,b'415',2974.0,b'0',b'1',39.0,169.8,105.0,28.87,65.2,116.0,5.54,144.4,92.0,6.5,10.9,4.0,2.94,b'1',0
30.0,155.0,b'408',1381.0,b'0',b'0',0.0,216.7,30.0,36.84,144.3,125.0,12.27,135.3,106.0,6.09,10.8,1.0,2.92,b'2',0
30.0,74.0,b'408',4522.0,b'0',b'0',0.0,298.1,112.0,50.68,201.3,100.0,17.11,214.7,88.0,9.66,9.7,4.0,2.62,b'2',1
49.0,57.0,b'415',262.0,b'0',b'0',0.0,167.1,103.0,28.41,188.4,112.0,16.01,111.4,74.0,5.01,9.1,2.0,2.46,b'1',0
28.0,81.0,b'415',769.0,b'0',b'0',0.0,234.1,105.0,39.8,237.4,88.0,20.18,240.6,85.0,10.83,11.4,4.0,3.08,b'1',0
19.0,77.0,b'408',4887.0,b'0',b'1',17.0,204.9,84.0,34.83,201.0,102.0,17.09,219.7,97.0,9.89,11.3,5.0,3.05,b'0',0
48.0,41.0,b'408',4686.0,b'1',b'1',31.0,278.1,86.0,47.28,268.1,103.0,22.79,241.5,77.0,10.87,11.3,4.0,3.05,b'0',0
47.0,106.0,b'408',4674.0,b'0',b'0',0.0,193.6,66.0,32.91,238.2,82.0,20.25,176.4,107.0,7.94,12.9,3.0,3.48,b'0',0
32.0,94.0,b'415',3199.0,b'0',b'0',0.0,108.0,79.0,18.36,241.9,152.0,20.56,252.1,92.0,11.34,10.4,3.0,2.81,b'3',0
42.0,222.0,b'415',2541.0,b'0',b'0',0.0,256.6,119.0,43.62,230.8,98.0,19.62,236.0,97.0,10.62,12.2,5.0,3.29,b'1',1
9.0,75.0,b'510',3514.0,b'0',b'1',26.0,118.5,86.0,20.15,213.9,118.0,18.18,132.6,99.0,5.97,13.4,3.0,3.62,b'2',0
29.0,100.0,b'415',656.0,b'0',b'0',0.0,220.3,106.0,37.45,126.1,124.0,10.72,242.0,67.0,10.89,10.2,1.0,2.75,b'3',0
7.0,123.0,b'415',4187.0,b'0',b'0',0.0,211.0,92.0,35.87,217.0,102.0,18.45,214.8,104.0,9.67,9.8,7.0,2.65,b'3',0
28.0,51.0,b'510',3322.0,b'0',b'0',0.0,95.3,103.0,16.2,189.3,116.0,16.09,238.7,110.0,10.74,13.6,4.0,3.67,b'1',0
3.0,116.0,b'415',4991.0,b'1',b'0',0.0,191.7,97.0,32.59,176.2,127.0,14.98,103.9,96.0,4.68,4.9,4.0,1.32,b'2',0
37.0,132.0,b'510',1378.0,b'0',b'0',0.0,191.9,107.0,32.62,206.9,127.0,17.59,272.0,88.0,12.24,12.6,2.0,3.4,b'1',0
46.0,59.0,b'408',1592.0,b'0',b'0',0.0,151.8,98.0,25.81,209.9,92.0,17.84,266.9,86.0,12.01,11.9,5.0,3.21,b'1',0
29.0,200.0,b'408',3602.0,b'0',b'0',0.0,195.4,71.0,33.22,249.4,96.0,21.2,233.1,132.0,10.49,12.9,2.0,3.48,b'3',0
46.0,113.0,b'510',1704.0,b'0',b'0',0.0,207.2,113.0,35.22,256.0,80.0,21.76,211.0,87.0,9.49,9.9,1.0,2.67,b'1',0
23.0,30.0,b'408',3165.0,b'0',b'0',0.0,112.9,81.0,19.19,224.8,68.0,19.11,188.4,122.0,8.48,11.3,7.0,3.05,b'4',1
13.0,95.0,b'415',3414.0,b'0',b'1',32.0,247.0,109.0,41.99,125.6,91.0,10.68,226.5,90.0,10.19,10.5,4.0,2.84,b'3',0
15.0,49.0,b'415',3750.0,b'0',b'1',20.0,205.9,109.0,35.0,298.4,105.0,25.36,142.1,91.0,6.39,12.3,3.0,3.32,b'4',0
50.0,113.0,b'408',4560.0,b'0',b'0',0.0,158.4,107.0,26.93,142.2,104.0,12.09,174.7,108.0,7.86,14.9,2.0,4.02,b'0',0
20.0,73.0,b'510',710.0,b'0',b'0',0.0,254.7,80.0,43.3,90.2,79.0,7.67,153.4,60.0,6.9,10.6,8.0,2.86,b'0',0
23.0,113.0,b'408',611.0,b'0',b'0',0.0,198.6,115.0,33.76,258.0,106.0,21.93,245.8,104.0,11.06,10.2,6.0,2.75,b'1',1
43.0,77.0,b'510',786.0,b'0',b'0',0.0,136.5,95.0,23.21,182.6,102.0,15.52,233.6,93.0,10.51,9.9,10.0,2.67,b'1',0
48.0,73.0,b'415',3942.0,b'0',b'0',0.0,214.2,90.0,36.41,196.8,78.0,16.73,157.9,112.0,7.11,5.9,8.0,1.59,b'0',0
13.0,128.0,b'408',1691.0,b'0',b'0',0.0,125.2,99.0,21.28,205.4,107.0,17.46,254.4,111.0,11.45,18.9,2.0,5.1,b'0',0
31.0,78.0,b'415',3292.0,b'0',b'0',0.0,231.0,115.0,39.27,230.4,140.0,19.58,261.4,120.0,11.76,9.5,3.0,2.57,b'1',0
4.0,137.0,b'415',4628.0,b'0',b'1',22.0,189.6,42.0,32.23,179.0,137.0,15.22,179.6,126.0,8.08,11.4,5.0,3.08,b'2',0
40.0,161.0,b'510',825.0,b'0',b'0',0.0,297.9,141.0,50.64,238.1,107.0,20.24,240.5,93.0,10.82,8.9,5.0,2.4,b'1',1
49.0,143.0,b'510',1173.0,b'0',b'0',0.0,202.8,109.0,34.48,165.8,104.0,14.09,143.9,71.0,6.48,4.6,4.0,1.24,b'1',0
25.0,103.0,b'510',3293.0,b'0',b'1',29.0,164.1,111.0,27.9,219.1,96.0,18.62,220.3,108.0,9.91,12.3,9.0,3.32,b'0',0
22.0,127.0,b'510',1602.0,b'0',b'1',25.0,203.8,118.0,34.65,267.1,48.0,22.7,225.1,105.0,10.13,7.3,5.0,1.97,b'0',0
5.0,11.0,b'415',1535.0,b'0',b'1',36.0,293.4,122.0,49.88,174.1,91.0,14.8,212.0,50.0,9.54,6.9,6.0,1.86,b'1',0
14.0,74.0,b'408',2051.0,b'0',b'0',0.0,141.9,103.0,24.12,201.0,110.0,17.09,211.2,117.0,9.5,10.9,11.0,2.94,b'1',0
44.0,116.0,b'415',952.0,b'0',b'1',44.0,230.6,94.0,39.2,224.1,103.0,19.05,244.0,76.0,10.98,11.1,2.0,3.0,b'0',0
20.0,166.0,b'415',2790.0,b'0',b'0',0.0,136.1,116.0,23.14,181.4,93.0,15.42,131.4,108.0,5.91,11.3,4.0,3.05,b'0',0
7.0,170.0,b'408',3872.0,b'0',b'1',34.0,125.3,128.0,21.3,240.6,104.0,20.45,243.4,109.0,10.95,7.0,3.0,1.89,b'3',0
24.0,147.0,b'415',116.0,b'1',b'0',0.0,157.0,79.0,26.69,103.1,94.0,8.76,211.8,96.0,9.53,7.1,6.0,1.92,b'0',0
41.0,128.0,b'510',4562.0,b'1',b'1',32.0,223.5,81.0,38.0,188.8,74.0,16.05,154.9,101.0,6.97,9.4,2.0,2.54,b'2',1
15.0,98.0,b'408',2525.0,b'0',b'1',21.0,64.6,98.0,10.98,176.1,86.0,14.97,244.8,84.0,11.02,0.0,0.0,0.0,b'2',0
31.0,113.0,b'415',3658.0,b'0',b'0',0.0,186.0,55.0,31.62,237.4,105.0,20.18,148.1,83.0,6.66,12.2,6.0,3.29,b'1',0
31.0,111.0,b'510',244.0,b'0',b'0',0.0,176.9,128.0,30.07,102.8,56.0,8.74,213.7,84.0,9.62,10.5,2.0,2.84,b'4',1
1.0,109.0,b'415',1607.0,b'0',b'0',0.0,168.0,103.0,28.56,190.8,100.0,16.22,196.9,65.0,8.86,7.1,4.0,1.92,b'0',0
